adverse_event	select_target_uniprot	select_target_symbol
psychiatric_symptom	P00533	EGFR
psychiatric_symptom	P06401	PGR
psychiatric_symptom	P08238	HSP90AB1
psychiatric_symptom	P14920	DAO
psychiatric_symptom	P21452	TACR2
psychiatric_symptom	P21728	DRD1
psychiatric_symptom	P23280	CA6
psychiatric_symptom	P23975	SLC6A2
psychiatric_symptom	P34998	CRHR1
psychiatric_symptom	P36888	FLT3
psychiatric_symptom	P42336	PIK3CA
psychiatric_symptom	P42338	PIK3CB
psychiatric_symptom	P47989	XDH
psychiatric_symptom	P49146	NPY2R
psychiatric_symptom	P50579	METAP2
psychiatric_symptom	P61073	CXCR4
psychiatric_symptom	Q12908	SLC10A2
psychiatric_symptom	Q15078	CDK5R1
psychiatric_symptom	Q92731	ESR2
psychiatric_symptom	Q9Y5Y4	PTGDR2
throat_tightness	O60725	ICMT
throat_tightness	P05067	APP
throat_tightness	P06401	PGR
throat_tightness	P09874	PARP1
throat_tightness	P10275	AR
throat_tightness	P14920	DAO
throat_tightness	P19438	TNFRSF1A
throat_tightness	P26010	ITGB7
throat_tightness	P29466	CASP1
throat_tightness	P30556	AGTR1
throat_tightness	P31391	SSTR4
throat_tightness	P36888	FLT3
throat_tightness	P37268	FDFT1
throat_tightness	P47712	PLA2G4A
throat_tightness	P49356	FNTB
throat_tightness	P49768	PSEN1
throat_tightness	Q05586	GRIN1
throat_tightness	Q6V1X1	DPP8
throat_tightness	Q86TI2	DPP9
throat_tightness	Q9BY41	HDAC8
mental_disorder	O14757	CHEK1
mental_disorder	O75908	SOAT2
mental_disorder	P00748	F12
mental_disorder	P04150	NR3C1
mental_disorder	P08912	CHRM5
mental_disorder	P20309	CHRM3
mental_disorder	P21728	DRD1
mental_disorder	P35348	ADRA1A
mental_disorder	P35367	HRH1
mental_disorder	P35916	FLT4
mental_disorder	P41145	OPRK1
mental_disorder	P42345	MTOR
mental_disorder	P42785	PRCP
mental_disorder	Q05655	PRKCD
mental_disorder	Q07869	PPARA
mental_disorder	Q8TDS4	HCAR2
mental_disorder	Q969S8	HDAC10
mental_disorder	Q9NYA1	SPHK1
mental_status_changes	O95822	MLYCD
mental_status_changes	P03951	F11
mental_status_changes	P06401	PGR
mental_status_changes	P08172	CHRM2
mental_status_changes	P08842	STS
mental_status_changes	P11473	VDR
mental_status_changes	P14867	GABRA1
mental_status_changes	P22460	KCNA5
mental_status_changes	P25021	HRH2
mental_status_changes	P35367	HRH1
mental_status_changes	P42574	CASP3
mental_status_changes	P43235	CTSK
mental_status_changes	P43405	SYK
mental_status_changes	P48147	PREP
mental_status_changes	Q02127	DHODH
mental_status_changes	Q12908	SLC10A2
mental_status_changes	Q13946	PDE7A
mental_status_changes	Q6V1X1	DPP8
mental_status_changes	Q9NYA1	SPHK1
mental_status_changes	Q9UNA0	ADAMTS5
psychotic_disorder	O14757	CHEK1
psychotic_disorder	O43570	CA12
psychotic_disorder	O43613	HCRTR1
psychotic_disorder	O75173	ADAMTS4
psychotic_disorder	O76074	PDE5A
psychotic_disorder	P00740	F9
psychotic_disorder	P00748	F12
psychotic_disorder	P04626	ERBB2
psychotic_disorder	P06401	PGR
psychotic_disorder	P07384	CAPN1
psychotic_disorder	P08238	HSP90AB1
psychotic_disorder	P08473	MME
psychotic_disorder	P08908	HTR1A
psychotic_disorder	P08912	CHRM5
psychotic_disorder	P09619	PDGFRB
psychotic_disorder	P10828	THRB
psychotic_disorder	P12931	SRC
psychotic_disorder	P21728	DRD1
psychotic_disorder	P23280	CA6
psychotic_disorder	P23975	SLC6A2
psychotic_disorder	P25021	HRH2
psychotic_disorder	P29274	ADORA2A
psychotic_disorder	P30291	WEE1
psychotic_disorder	P30968	GNRHR
psychotic_disorder	P31749	AKT1
psychotic_disorder	P34998	CRHR1
psychotic_disorder	P35367	HRH1
psychotic_disorder	P35968	KDR
psychotic_disorder	P37268	FDFT1
psychotic_disorder	P43235	CTSK
psychotic_disorder	P46098	HTR3A
psychotic_disorder	P47871	GCGR
psychotic_disorder	P48147	PREP
psychotic_disorder	P48736	PIK3CG
psychotic_disorder	P49286	MTNR1B
psychotic_disorder	P49356	FNTB
psychotic_disorder	P49682	CXCR3
psychotic_disorder	P50281	MMP14
psychotic_disorder	P53779	MAPK10
psychotic_disorder	P56817	BACE1
psychotic_disorder	P62937	PPIA
psychotic_disorder	P68400	CSNK2A1
psychotic_disorder	Q02750	MAP2K1
psychotic_disorder	Q07869	PPARA
psychotic_disorder	Q13946	PDE7A
psychotic_disorder	Q15078	CDK5R1
psychotic_disorder	Q15858	SCN9A
psychotic_disorder	Q8TCT1	PHOSPHO1
psychotic_disorder	Q8TDS4	HCAR2
psychotic_disorder	Q9H228	S1PR5
psychotic_disorder	Q9NYA1	SPHK1
psychotic_disorder	Q9Y2D0	CA5B
psychotic_disorder	Q9Y5Y4	PTGDR2
sleep_disorder	O14757	CHEK1
sleep_disorder	O15530	PDPK1
sleep_disorder	O43570	CA12
sleep_disorder	O95822	MLYCD
sleep_disorder	P00748	F12
sleep_disorder	P08908	HTR1A
sleep_disorder	P11309	PIM1
sleep_disorder	P18405	SRD5A1
sleep_disorder	P21728	DRD1
sleep_disorder	P25105	PTAFR
sleep_disorder	P27338	MAOB
sleep_disorder	P29275	ADORA2B
sleep_disorder	P32246	CCR1
sleep_disorder	P43235	CTSK
sleep_disorder	P46098	HTR3A
sleep_disorder	Q15078	CDK5R1
sleep_disorder	Q16790	CA9
sleep_disorder	Q92847	GHSR
sleep_disorder	Q99808	SLC29A1
suicidal_ideation	O14757	CHEK1
suicidal_ideation	O15530	PDPK1
suicidal_ideation	P08172	CHRM2
suicidal_ideation	P08238	HSP90AB1
suicidal_ideation	P08908	HTR1A
suicidal_ideation	P08912	CHRM5
suicidal_ideation	P10828	THRB
suicidal_ideation	P21728	DRD1
suicidal_ideation	P23975	SLC6A2
suicidal_ideation	P35354	PTGS2
suicidal_ideation	P42345	MTOR
suicidal_ideation	P46098	HTR3A
suicidal_ideation	P48736	PIK3CG
suicidal_ideation	P56524	HDAC4
suicidal_ideation	P68400	CSNK2A1
suicidal_ideation	Q02750	MAP2K1
suicidal_ideation	Q05655	PRKCD
suicidal_ideation	Q15078	CDK5R1
suicidal_ideation	Q92847	GHSR
suicidal_ideation	Q9HAZ1	CLK4
suicidal_ideation	Q9NYA1	SPHK1
suicidal_ideation	Q9Y2D0	CA5B
suicide_attempt	O14757	CHEK1
suicide_attempt	O14939	PLD2
suicide_attempt	O15379	HDAC3
suicide_attempt	O15530	PDPK1
suicide_attempt	O43570	CA12
suicide_attempt	P00519	ABL1
suicide_attempt	P00748	F12
suicide_attempt	P04150	NR3C1
suicide_attempt	P04626	ERBB2
suicide_attempt	P07384	CAPN1
suicide_attempt	P07949	RET
suicide_attempt	P08172	CHRM2
suicide_attempt	P08709	F7
suicide_attempt	P08908	HTR1A
suicide_attempt	P08912	CHRM5
suicide_attempt	P11473	VDR
suicide_attempt	P13497	BMP1
suicide_attempt	P14867	GABRA1
suicide_attempt	P19793	RXRA
suicide_attempt	P20292	ALOX5AP
suicide_attempt	P20309	CHRM3
suicide_attempt	P21728	DRD1
suicide_attempt	P21918	DRD5
suicide_attempt	P23280	CA6
suicide_attempt	P23975	SLC6A2
suicide_attempt	P25021	HRH2
suicide_attempt	P25105	PTAFR
suicide_attempt	P32246	CCR1
suicide_attempt	P35354	PTGS2
suicide_attempt	P35367	HRH1
suicide_attempt	P35916	FLT4
suicide_attempt	P37058	HSD17B3
suicide_attempt	P41143	OPRD1
suicide_attempt	P42338	PIK3CB
suicide_attempt	P42345	MTOR
suicide_attempt	P43490	NAMPT
suicide_attempt	P47871	GCGR
suicide_attempt	P47989	XDH
suicide_attempt	P48736	PIK3CG
suicide_attempt	P51677	CCR3
suicide_attempt	P56817	BACE1
suicide_attempt	P62937	PPIA
suicide_attempt	Q02750	MAP2K1
suicide_attempt	Q05655	PRKCD
suicide_attempt	Q13946	PDE7A
suicide_attempt	Q14416	GRM2
suicide_attempt	Q15858	SCN9A
suicide_attempt	Q16790	CA9
suicide_attempt	Q8TDS4	HCAR2
suicide_attempt	Q92847	GHSR
suicide_attempt	Q969S8	HDAC10
suicide_attempt	Q9NYA1	SPHK1
suicide_attempt	Q9UM73	ALK
suicide_attempt	Q9Y243	AKT3
tubulointerstitial_nephritis	O00519	FAAH
tubulointerstitial_nephritis	O14746	TERT
tubulointerstitial_nephritis	O14965	AURKA
tubulointerstitial_nephritis	O43353	RIPK2
tubulointerstitial_nephritis	O75908	SOAT2
tubulointerstitial_nephritis	O94925	GLS
tubulointerstitial_nephritis	P00374	DHFR
tubulointerstitial_nephritis	P00749	PLAU
tubulointerstitial_nephritis	P04626	ERBB2
tubulointerstitial_nephritis	P05067	APP
tubulointerstitial_nephritis	P05412	JUN
tubulointerstitial_nephritis	P06213	INSR
tubulointerstitial_nephritis	P06401	PGR
tubulointerstitial_nephritis	P07099	EPHX1
tubulointerstitial_nephritis	P08172	CHRM2
tubulointerstitial_nephritis	P09874	PARP1
tubulointerstitial_nephritis	P0DMS8	ADORA3
tubulointerstitial_nephritis	P10275	AR
tubulointerstitial_nephritis	P11086	PNMT
tubulointerstitial_nephritis	P14324	FDPS
tubulointerstitial_nephritis	P14416	DRD2
tubulointerstitial_nephritis	P15056	BRAF
tubulointerstitial_nephritis	P15538	CYP11B1
tubulointerstitial_nephritis	P16455	MGMT
tubulointerstitial_nephritis	P20309	CHRM3
tubulointerstitial_nephritis	P20648	ATP4A
tubulointerstitial_nephritis	P25103	TACR1
tubulointerstitial_nephritis	P28845	HSD11B1
tubulointerstitial_nephritis	P29275	ADORA2B
tubulointerstitial_nephritis	P31644	GABRA5
tubulointerstitial_nephritis	P32297	CHRNA3
tubulointerstitial_nephritis	P35346	SSTR5
tubulointerstitial_nephritis	P35367	HRH1
tubulointerstitial_nephritis	P35968	KDR
tubulointerstitial_nephritis	P36544	CHRNA7
tubulointerstitial_nephritis	P37288	AVPR1A
tubulointerstitial_nephritis	P42785	PRCP
tubulointerstitial_nephritis	P43490	NAMPT
tubulointerstitial_nephritis	P47712	PLA2G4A
tubulointerstitial_nephritis	P47989	XDH
tubulointerstitial_nephritis	P50579	METAP2
tubulointerstitial_nephritis	P51946	CCNH
tubulointerstitial_nephritis	P55263	ADK
tubulointerstitial_nephritis	Q07912	TNK2
tubulointerstitial_nephritis	Q13002	GRIK2
tubulointerstitial_nephritis	Q8TEK3	DOT1L
tubulointerstitial_nephritis	Q969S8	HDAC10
tubulointerstitial_nephritis	Q96EB6	SIRT1
tubulointerstitial_nephritis	Q99720	SIGMAR1
renal_failure_chronic	O00519	FAAH
renal_failure_chronic	O14757	CHEK1
renal_failure_chronic	O15379	HDAC3
renal_failure_chronic	O43353	RIPK2
renal_failure_chronic	O95399	UTS2
renal_failure_chronic	P04035	HMGCR
renal_failure_chronic	P07550	ADRB2
renal_failure_chronic	P07711	CTSL
renal_failure_chronic	P08842	STS
renal_failure_chronic	P14324	FDPS
renal_failure_chronic	P15121	AKR1B1
renal_failure_chronic	P15538	CYP11B1
renal_failure_chronic	P20701	ITGAL
renal_failure_chronic	P20839	IMPDH1
renal_failure_chronic	P27487	DPP4
renal_failure_chronic	P42345	MTOR
renal_failure_chronic	P42892	ECE1
renal_failure_chronic	P48736	PIK3CG
renal_failure_chronic	P49286	MTNR1B
renal_failure_chronic	Q03181	PPARD
renal_failure_chronic	Q16581	C3AR1
renal_failure_chronic	Q6V1X1	DPP8
renal_failure_chronic	Q9H244	P2RY12
hydronephrosis	O43353	RIPK2
hydronephrosis	O43613	HCRTR1
hydronephrosis	O75116	ROCK2
hydronephrosis	O96017	CHEK2
hydronephrosis	P05186	ALPL
hydronephrosis	P05412	JUN
hydronephrosis	P06213	INSR
hydronephrosis	P06239	LCK
hydronephrosis	P07339	CTSD
hydronephrosis	P08581	MET
hydronephrosis	P12821	ACE
hydronephrosis	P14920	DAO
hydronephrosis	P15056	BRAF
hydronephrosis	P15121	AKR1B1
hydronephrosis	P17706	PTPN2
hydronephrosis	P29371	TACR3
hydronephrosis	P42785	PRCP
hydronephrosis	P43116	PTGER2
hydronephrosis	P43166	CA7
hydronephrosis	P48058	GRIA4
hydronephrosis	P49286	MTNR1B
hydronephrosis	P51946	CCNH
hydronephrosis	P53350	PLK1
hydronephrosis	Q12908	SLC10A2
hydronephrosis	Q16769	QPCT
hydronephrosis	Q86TI2	DPP9
hydronephrosis	Q969S8	HDAC10
hydronephrosis	Q99808	SLC29A1
hydronephrosis	Q9ULX7	CA14
hydronephrosis	Q9Y243	AKT3
hydronephrosis	Q9Y251	HPSE
renal_tubular_necrosis	O14965	AURKA
renal_tubular_necrosis	O95822	MLYCD
renal_tubular_necrosis	O96017	CHEK2
renal_tubular_necrosis	P06213	INSR
renal_tubular_necrosis	P09874	PARP1
renal_tubular_necrosis	P10275	AR
renal_tubular_necrosis	P11086	PNMT
renal_tubular_necrosis	P15056	BRAF
renal_tubular_necrosis	P20839	IMPDH1
renal_tubular_necrosis	P23280	CA6
renal_tubular_necrosis	P31645	SLC6A4
renal_tubular_necrosis	P51946	CCNH
renal_tubular_necrosis	P61073	CXCR4
renal_tubular_necrosis	P62942	FKBP1A
renal_tubular_necrosis	Q05586	GRIN1
renal_tubular_necrosis	Q16581	C3AR1
renal_tubular_necrosis	Q969S8	HDAC10
renal_tubular_necrosis	Q9ULX7	CA14
renal_tubular_necrosis	Q9Y2D0	CA5B
micturition_urgency	O14965	AURKA
micturition_urgency	O15530	PDPK1
micturition_urgency	O43613	HCRTR1
micturition_urgency	O60725	ICMT
micturition_urgency	P09917	ALOX5
micturition_urgency	P17612	PRKACA
micturition_urgency	P18084	ITGB5
micturition_urgency	P22894	MMP8
micturition_urgency	P25105	PTAFR
micturition_urgency	P26010	ITGB7
micturition_urgency	P42336	PIK3CA
micturition_urgency	P42345	MTOR
micturition_urgency	P42892	ECE1
micturition_urgency	P48147	PREP
micturition_urgency	P48736	PIK3CG
micturition_urgency	P53350	PLK1
micturition_urgency	P61073	CXCR4
micturition_urgency	Q15858	SCN9A
micturition_urgency	Q8TDS4	HCAR2
micturition_urgency	Q92847	GHSR
micturition_urgency	Q96GD4	AURKB
micturition_urgency	Q9Y2D0	CA5B
pollakiuria	O14672	ADAM10
pollakiuria	O60341	KDM1A
pollakiuria	P09917	ALOX5
pollakiuria	P20701	ITGAL
pollakiuria	P23280	CA6
pollakiuria	P24557	TBXAS1
pollakiuria	P27338	MAOB
pollakiuria	P33527	ABCC1
pollakiuria	P35354	PTGS2
pollakiuria	P55263	ADK
pollakiuria	Q86X55	CARM1
pollakiuria	Q9Y5Z0	BACE2
urinary_retention	O15530	PDPK1
urinary_retention	P00374	DHFR
urinary_retention	P00748	F12
urinary_retention	P08912	CHRM5
urinary_retention	P23280	CA6
urinary_retention	P23975	SLC6A2
urinary_retention	P25021	HRH2
urinary_retention	P29371	TACR3
urinary_retention	P35348	ADRA1A
urinary_retention	P42338	PIK3CB
urinary_retention	Q16769	QPCT
urinary_retention	Q9Y2D0	CA5B
urinary_retention	Q9Y5Y6	ST14
chromaturia	O14920	IKBKB
chromaturia	O14965	AURKA
chromaturia	O15379	HDAC3
chromaturia	O43353	RIPK2
chromaturia	P00374	DHFR
chromaturia	P03952	KLKB1
chromaturia	P05412	JUN
chromaturia	P10275	AR
chromaturia	P10826	RARB
chromaturia	P11309	PIM1
chromaturia	P15056	BRAF
chromaturia	P15538	CYP11B1
chromaturia	P27338	MAOB
chromaturia	P30291	WEE1
chromaturia	P31639	SLC5A2
chromaturia	P35408	PTGER4
chromaturia	P51946	CCNH
chromaturia	Q13639	HTR4
chromaturia	Q9UM73	ALK
haematuria	O00519	FAAH
haematuria	O43353	RIPK2
haematuria	O75173	ADAMTS4
haematuria	P00374	DHFR
haematuria	P08842	STS
haematuria	P19634	SLC9A1
haematuria	P22894	MMP8
haematuria	P28336	NMBR
haematuria	P37058	HSD17B3
haematuria	P48147	PREP
haematuria	Q01959	SLC6A3
haematuria	Q02763	TEK
haematuria	Q04759	PRKCQ
haematuria	Q05655	PRKCD
haematuria	Q13946	PDE7A
haematuria	Q6V1X1	DPP8
haematuria	Q9UHL4	DPP7
proteinuria	O43353	RIPK2
proteinuria	P00918	CA2
proteinuria	P03956	MMP1
proteinuria	P04035	HMGCR
proteinuria	P08253	MMP2
proteinuria	P08254	MMP3
proteinuria	P08842	STS
proteinuria	P09467	FBP1
proteinuria	P10275	AR
proteinuria	P14902	IDO1
proteinuria	P15538	CYP11B1
proteinuria	P31644	GABRA5
proteinuria	P43116	PTGER2
proteinuria	P45452	MMP13
proteinuria	P62942	FKBP1A
proteinuria	P78536	ADAM17
proteinuria	P80365	HSD11B2
proteinuria	Q07912	TNK2
proteinuria	Q13639	HTR4
proteinuria	Q9H244	P2RY12
polyuria	O43353	RIPK2
polyuria	O43613	HCRTR1
polyuria	O75173	ADAMTS4
polyuria	P05067	APP
polyuria	P06401	PGR
polyuria	P09874	PARP1
polyuria	P10275	AR
polyuria	P15056	BRAF
polyuria	P49286	MTNR1B
polyuria	P51946	CCNH
polyuria	Q03181	PPARD
polyuria	Q9Y243	AKT3
nephrolithiasis	P08238	HSP90AB1
nephrolithiasis	P09874	PARP1
nephrolithiasis	P09917	ALOX5
nephrolithiasis	P11473	VDR
nephrolithiasis	P15538	CYP11B1
nephrolithiasis	P20648	ATP4A
nephrolithiasis	P21554	CNR1
nephrolithiasis	P25105	PTAFR
nephrolithiasis	P31749	AKT1
nephrolithiasis	P35462	DRD3
nephrolithiasis	P35916	FLT4
nephrolithiasis	P42785	PRCP
nephrolithiasis	P43116	PTGER2
nephrolithiasis	P53582	METAP1
nephrolithiasis	P68400	CSNK2A1
nephrolithiasis	Q13639	HTR4
nephrolithiasis	Q9UM73	ALK
vaginal_haemorrhage	O14757	CHEK1
vaginal_haemorrhage	O15530	PDPK1
vaginal_haemorrhage	O43613	HCRTR1
vaginal_haemorrhage	O95822	MLYCD
vaginal_haemorrhage	P08238	HSP90AB1
vaginal_haemorrhage	P08473	MME
vaginal_haemorrhage	P08514	ITGA2B
vaginal_haemorrhage	P08842	STS
vaginal_haemorrhage	P09917	ALOX5
vaginal_haemorrhage	P10828	THRB
vaginal_haemorrhage	P11229	CHRM1
vaginal_haemorrhage	P19793	RXRA
vaginal_haemorrhage	P20309	CHRM3
vaginal_haemorrhage	P21452	TACR2
vaginal_haemorrhage	P23921	RRM1
vaginal_haemorrhage	P25105	PTAFR
vaginal_haemorrhage	P26010	ITGB7
vaginal_haemorrhage	P27487	DPP4
vaginal_haemorrhage	P29275	ADORA2B
vaginal_haemorrhage	P30874	SSTR2
vaginal_haemorrhage	P31639	SLC5A2
vaginal_haemorrhage	P31644	GABRA5
vaginal_haemorrhage	P32246	CCR1
vaginal_haemorrhage	P34972	CNR2
vaginal_haemorrhage	P35346	SSTR5
vaginal_haemorrhage	P35348	ADRA1A
vaginal_haemorrhage	P35367	HRH1
vaginal_haemorrhage	P36888	FLT3
vaginal_haemorrhage	P37268	FDFT1
vaginal_haemorrhage	P40238	MPL
vaginal_haemorrhage	P41143	OPRD1
vaginal_haemorrhage	P42338	PIK3CB
vaginal_haemorrhage	P42785	PRCP
vaginal_haemorrhage	P43116	PTGER2
vaginal_haemorrhage	P43235	CTSK
vaginal_haemorrhage	P43681	CHRNA4
vaginal_haemorrhage	P47900	P2RY1
vaginal_haemorrhage	P48147	PREP
vaginal_haemorrhage	P49768	PSEN1
vaginal_haemorrhage	P51677	CCR3
vaginal_haemorrhage	P55072	VCP
vaginal_haemorrhage	P55212	CASP6
vaginal_haemorrhage	P62937	PPIA
vaginal_haemorrhage	P68400	CSNK2A1
vaginal_haemorrhage	Q02127	DHODH
vaginal_haemorrhage	Q02750	MAP2K1
vaginal_haemorrhage	Q07343	PDE4B
vaginal_haemorrhage	Q13946	PDE7A
vaginal_haemorrhage	Q14416	GRM2
vaginal_haemorrhage	Q16790	CA9
vaginal_haemorrhage	Q16832	DDR2
vaginal_haemorrhage	Q6V1X1	DPP8
vaginal_haemorrhage	Q8NER1	TRPV1
vaginal_haemorrhage	Q92731	ESR2
vaginal_haemorrhage	Q92847	GHSR
vaginal_haemorrhage	Q99500	S1PR3
vaginal_haemorrhage	Q9BY41	HDAC8
vaginal_haemorrhage	Q9GZT9	EGLN1
vaginal_haemorrhage	Q9H244	P2RY12
vaginal_haemorrhage	Q9HAZ1	CLK4
vaginal_haemorrhage	Q9NYA1	SPHK1
vaginal_haemorrhage	Q9UBN7	HDAC6
vaginal_haemorrhage	Q9UHL4	DPP7
vaginal_haemorrhage	Q9Y233	PDE10A
vaginal_haemorrhage	Q9Y2D0	CA5B
vaginal_haemorrhage	Q9Y5Y4	PTGDR2
vaginal_haemorrhage	Q9Y5Z0	BACE2
chronic_obstructive_pulmonary_disease	P00374	DHFR
chronic_obstructive_pulmonary_disease	P03956	MMP1
chronic_obstructive_pulmonary_disease	P08238	HSP90AB1
chronic_obstructive_pulmonary_disease	P08246	ELANE
chronic_obstructive_pulmonary_disease	P08912	CHRM5
chronic_obstructive_pulmonary_disease	P14867	GABRA1
chronic_obstructive_pulmonary_disease	P15056	BRAF
chronic_obstructive_pulmonary_disease	P23280	CA6
chronic_obstructive_pulmonary_disease	P35462	DRD3
chronic_obstructive_pulmonary_disease	P35498	SCN1A
chronic_obstructive_pulmonary_disease	P37231	PPARG
chronic_obstructive_pulmonary_disease	P40238	MPL
chronic_obstructive_pulmonary_disease	P42892	ECE1
chronic_obstructive_pulmonary_disease	P47871	GCGR
chronic_obstructive_pulmonary_disease	Q05655	PRKCD
chronic_obstructive_pulmonary_disease	Q14416	GRM2
chronic_obstructive_pulmonary_disease	Q86X55	CARM1
obstructive_airways_disorder	O43613	HCRTR1
obstructive_airways_disorder	O95822	MLYCD
obstructive_airways_disorder	P09874	PARP1
obstructive_airways_disorder	P21554	CNR1
obstructive_airways_disorder	P25103	TACR1
obstructive_airways_disorder	P35462	DRD3
obstructive_airways_disorder	P49146	NPY2R
obstructive_airways_disorder	Q92731	ESR2
wheezing	O14746	TERT
wheezing	O15379	HDAC3
wheezing	O43613	HCRTR1
wheezing	P05067	APP
wheezing	P07858	CTSB
wheezing	P08254	MMP3
wheezing	P11086	PNMT
wheezing	P14780	MMP9
wheezing	P14920	DAO
wheezing	P19438	TNFRSF1A
wheezing	P22460	KCNA5
wheezing	P23458	JAK1
wheezing	P23975	SLC6A2
wheezing	P24530	EDNRB
wheezing	P25774	CTSS
wheezing	P29466	CASP1
wheezing	P30556	AGTR1
wheezing	P32239	CCKBR
wheezing	P35346	SSTR5
wheezing	P35348	ADRA1A
wheezing	P35462	DRD3
wheezing	P37268	FDFT1
wheezing	P43119	PTGIR
wheezing	P50406	HTR6
wheezing	P53667	LIMK1
wheezing	Q01959	SLC6A3
wheezing	Q02750	MAP2K1
wheezing	Q16581	C3AR1
wheezing	Q16665	HIF1A
wheezing	Q92731	ESR2
wheezing	Q96RI1	NR1H4
wheezing	Q9BUB5	MKNK1
pneumonitis	O14684	PTGES
pneumonitis	O14965	AURKA
pneumonitis	P05067	APP
pneumonitis	P07339	CTSD
pneumonitis	P07477	PRSS1
pneumonitis	P07711	CTSL
pneumonitis	P07900	HSP90AA1
pneumonitis	P08473	MME
pneumonitis	P08581	MET
pneumonitis	P09874	PARP1
pneumonitis	P09917	ALOX5
pneumonitis	P10721	KIT
pneumonitis	P11086	PNMT
pneumonitis	P12931	SRC
pneumonitis	P14416	DRD2
pneumonitis	P15144	ANPEP
pneumonitis	P15538	CYP11B1
pneumonitis	P16109	SELP
pneumonitis	P17612	PRKACA
pneumonitis	P17706	PTPN2
pneumonitis	P23458	JAK1
pneumonitis	P24557	TBXAS1
pneumonitis	P24941	CDK2
pneumonitis	P28336	NMBR
pneumonitis	P36544	CHRNA7
pneumonitis	P42785	PRCP
pneumonitis	P43088	PTGFR
pneumonitis	P43403	ZAP70
pneumonitis	P48147	PREP
pneumonitis	P49286	MTNR1B
pneumonitis	P50579	METAP2
pneumonitis	P51681	CCR5
pneumonitis	P55055	NR1H2
pneumonitis	Q02750	MAP2K1
pneumonitis	Q02763	TEK
pneumonitis	Q07912	TNK2
pneumonitis	Q16769	QPCT
pneumonitis	Q86TI2	DPP9
pneumonitis	Q92847	GHSR
pneumonitis	Q969S8	HDAC10
pneumonitis	Q96RI1	NR1H4
pneumonitis	Q99720	SIGMAR1
pneumonitis	Q9BUB5	MKNK1
pneumonitis	Q9H244	P2RY12
pneumonitis	Q9NTG7	SIRT3
pneumonitis	Q9UHL4	DPP7
pneumonitis	Q9Y251	HPSE
atelectasis	O15379	HDAC3
atelectasis	O95822	MLYCD
atelectasis	P04035	HMGCR
atelectasis	P14920	DAO
atelectasis	P35498	SCN1A
atelectasis	P43116	PTGER2
atelectasis	Q6V1X1	DPP8
atelectasis	Q9Y243	AKT3
pulmonary_fibrosis	O75908	SOAT2
pulmonary_fibrosis	P00374	DHFR
pulmonary_fibrosis	P03956	MMP1
pulmonary_fibrosis	P05412	JUN
pulmonary_fibrosis	P06213	INSR
pulmonary_fibrosis	P06401	PGR
pulmonary_fibrosis	P07384	CAPN1
pulmonary_fibrosis	P07550	ADRB2
pulmonary_fibrosis	P15056	BRAF
pulmonary_fibrosis	P23280	CA6
pulmonary_fibrosis	P23458	JAK1
pulmonary_fibrosis	P25103	TACR1
pulmonary_fibrosis	P36544	CHRNA7
pulmonary_fibrosis	P37288	AVPR1A
pulmonary_fibrosis	P43116	PTGER2
pulmonary_fibrosis	Q07912	TNK2
pulmonary_fibrosis	Q13002	GRIK2
pulmonary_fibrosis	Q14432	PDE3A
pulmonary_fibrosis	Q86TI2	DPP9
pulmonary_fibrosis	Q86X55	CARM1
pulmonary_fibrosis	Q969S8	HDAC10
pulmonary_fibrosis	Q99720	SIGMAR1
pulmonary_fibrosis	Q9BUB5	MKNK1
pulmonary_fibrosis	Q9UBN7	HDAC6
pulmonary_fibrosis	Q9Y251	HPSE
pleurisy	O14965	AURKA
pleurisy	O43353	RIPK2
pleurisy	O43613	HCRTR1
pleurisy	P00918	CA2
pleurisy	P05067	APP
pleurisy	P07477	PRSS1
pleurisy	P09874	PARP1
pleurisy	P09917	ALOX5
pleurisy	P11086	PNMT
pleurisy	P16581	SELE
pleurisy	P23280	CA6
pleurisy	P23458	JAK1
pleurisy	P24941	CDK2
pleurisy	P25774	CTSS
pleurisy	P35218	CA5A
pleurisy	P35354	PTGS2
pleurisy	P55263	ADK
pleurisy	Q13639	HTR4
pleurisy	Q9BUB5	MKNK1
pleurisy	Q9Y5N1	HRH3
pleural_effusion	O43353	RIPK2
pleural_effusion	O60674	JAK2
pleural_effusion	O94925	GLS
pleural_effusion	P04818	TYMS
pleural_effusion	P06213	INSR
pleural_effusion	P07550	ADRB2
pleural_effusion	P13631	RARG
pleural_effusion	P15538	CYP11B1
pleural_effusion	P17612	PRKACA
pleural_effusion	P20292	ALOX5AP
pleural_effusion	P24941	CDK2
pleural_effusion	P29275	ADORA2B
pleural_effusion	P31749	AKT1
pleural_effusion	P43116	PTGER2
pleural_effusion	P48058	GRIA4
pleural_effusion	P49286	MTNR1B
pleural_effusion	P80365	HSD11B2
pleural_effusion	Q6V1X1	DPP8
pleural_effusion	Q86TI2	DPP9
pleural_effusion	Q9BY41	HDAC8
pleural_effusion	Q9UHL4	DPP7
pleural_effusion	Q9Y243	AKT3
pneumothorax	O14672	ADAM10
pneumothorax	O14920	IKBKB
pneumothorax	P00533	EGFR
pneumothorax	P11086	PNMT
pneumothorax	P12931	SRC
pneumothorax	P13945	ADRB3
pneumothorax	P14920	DAO
pneumothorax	P17612	PRKACA
pneumothorax	P23280	CA6
pneumothorax	P24941	CDK2
pneumothorax	P31644	GABRA5
