Entry	Entry name	Status	Gene names
Q5T2E6	ARMD3_HUMAN	reviewed	ARMH3 C10orf76
Q8N8Q1	C56D1_HUMAN	reviewed	CYB561D1
Q8NDH2	CC168_HUMAN	reviewed	CCDC168 C13orf40
Q9BYV7	BCDO2_HUMAN	reviewed	BCO2 BCDO2
P49715	CEBPA_HUMAN	reviewed	CEBPA CEBP
Q9NP58	ABCB6_HUMAN	reviewed	ABCB6 MTABC3 PRP UMAT
P53634	CATC_HUMAN	reviewed	CTSC CPPI
Q6ZUL3	CH086_HUMAN	reviewed	C8orf86
Q9H568	ACTL8_HUMAN	reviewed	ACTL8
Q4V339	CBWD6_HUMAN	reviewed	CBWD6 CBWD7
O60513	B4GT4_HUMAN	reviewed	B4GALT4 UNQ552/PRO1109
Q8IVW1	ARL17_HUMAN	reviewed	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667
Q6Y288	B3GLT_HUMAN	reviewed	B3GLCT B3GALTL B3GTL
Q8TBY9	CF251_HUMAN	reviewed	WDR66 CFAP251
Q63HQ0	AP1AR_HUMAN	reviewed	AP1AR C4orf16 PRO0971
Q9BYD5	CNFN_HUMAN	reviewed	CNFN
Q9UKP5	ATS6_HUMAN	reviewed	ADAMTS6
O75153	CLU_HUMAN	reviewed	CLUH KIAA0664
A1L168	CT202_HUMAN	reviewed	C20orf202
E9PRG8	CK098_HUMAN	reviewed	C11orf98
Q9H9A5	CNO10_HUMAN	reviewed	CNOT10
Q8N7P3	CLD22_HUMAN	reviewed	CLDN22
Q96NU0	CNT3B_HUMAN	reviewed	CNTNAP3B CASPR3B
A0A1B0GTL2	CT204_HUMAN	reviewed	C20orf204 PRR17
P55263	ADK_HUMAN	reviewed	ADK
P28039	AOAH_HUMAN	reviewed	AOAH
Q5T1J5	CHCH9_HUMAN	reviewed	CHCHD2P9 C9orf49 CHCHD9
Q9NQW8	CNGB3_HUMAN	reviewed	CNGB3
Q969J3	BORC5_HUMAN	reviewed	BORCS5 LOH12CR1
Q9Y5B0	CTDP1_HUMAN	reviewed	CTDP1 FCP1
Q9HBJ8	CLTRN_HUMAN	reviewed	CLTRN TMEM27 UNQ679/PRO1312
Q92820	GGH_HUMAN	reviewed	GGH
P30542	AA1R_HUMAN	reviewed	ADORA1
O75964	ATP5L_HUMAN	reviewed	ATP5MG ATP5L
O14595	CTDS2_HUMAN	reviewed	CTDSP2 NIF2 OS4 SCP2
P0DMU3	F231L_HUMAN	reviewed	
Q96MK3	FA20A_HUMAN	reviewed	FAM20A UNQ9388/PRO34279
P09622	DLDH_HUMAN	reviewed	DLD GCSL LAD PHE3
Q7Z6J6	FRMD5_HUMAN	reviewed	FRMD5
Q8TDT2	GP152_HUMAN	reviewed	GPR152 PGR5
A0A1B0GTK5	F236D_HUMAN	reviewed	FAM236D
Q8IYM0	F186B_HUMAN	reviewed	FAM186B C12orf25
P42261	GRIA1_HUMAN	reviewed	GRIA1 GLUH1 GLUR1
Q8N6U8	GP161_HUMAN	reviewed	GPR161
Q9BTP7	FAP24_HUMAN	reviewed	FAAP24 C19orf40
Q96PV7	F193B_HUMAN	reviewed	FAM193B IRIZIO KIAA1931
Q9NYF3	FA53C_HUMAN	reviewed	FAM53C C5orf6
Q9BY08	EBPL_HUMAN	reviewed	EBPL EBRP ERP
Q9UII6	DS13B_HUMAN	reviewed	DUSP13 DUSP13B TMDP
A6NFA0	F205C_HUMAN	reviewed	FAM205C FAM205CP
P19440	GGT1_HUMAN	reviewed	GGT1 GGT
Q86X60	FA72B_HUMAN	reviewed	FAM72B
Q8WUB2	F216A_HUMAN	reviewed	FAM216A C12orf24
Q8N9W8	FA71D_HUMAN	reviewed	FAM71D C14orf54
Q96CS3	FAF2_HUMAN	reviewed	FAF2 ETEA KIAA0887 UBXD8 UBXN3B
Q9H1R2	DUS15_HUMAN	reviewed	DUSP15 C20orf57 VHY
Q92947	GCDH_HUMAN	reviewed	GCDH
P16383	GCFC2_HUMAN	reviewed	GCFC2 C2orf3 GCF TCF9
O43781	DYRK3_HUMAN	reviewed	DYRK3
Q9H6D8	FNDC4_HUMAN	reviewed	FNDC4 FRCP1 UNQ6389/PRO21134
Q7L8L6	FAKD5_HUMAN	reviewed	FASTKD5 KIAA1792
Q8TF64	GIPC3_HUMAN	reviewed	GIPC3 C19orf64
O43555	GON2_HUMAN	reviewed	GNRH2
Q5JQS6	GSAML_HUMAN	reviewed	GCSAML C1orf150
Q5T7M9	DIK1A_HUMAN	reviewed	DIPK1A FAM69A
Q14562	DHX8_HUMAN	reviewed	DHX8 DDX8
A1Z1Q3	MACD2_HUMAN	reviewed	MACROD2 C20orf133
A1L162	ERIC2_HUMAN	reviewed	ERICH2
Q8N8A8	F169B_HUMAN	reviewed	FAM169B KIAA0888L
O96002	CX001_HUMAN	reviewed	CXorf1
Q9P0I2	EMC3_HUMAN	reviewed	EMC3 TMEM111
P28476	GBRR2_HUMAN	reviewed	GABRR2
O00303	EIF3F_HUMAN	reviewed	EIF3F EIF3S5
A6NFE3	EFC10_HUMAN	reviewed	EFCAB10
Q5J8M3	EMC4_HUMAN	reviewed	EMC4 TMEM85 HSPC184 PIG17
O60469	DSCAM_HUMAN	reviewed	DSCAM
A6NJI9	LRC72_HUMAN	reviewed	LRRC72
Q9Y3B6	EMC9_HUMAN	reviewed	EMC9 C14orf122 FAM158A CGI-112
Q96PJ5	FCRL4_HUMAN	reviewed	FCRL4 FCRH4 IFGP2 IRTA1
P54652	HSP72_HUMAN	reviewed	HSPA2
Q05BQ5	MBTD1_HUMAN	reviewed	MBTD1
A0A075B6J1	LV537_HUMAN	reviewed	IGLV5-37
Q15691	MARE1_HUMAN	reviewed	MAPRE1
O94772	LY6H_HUMAN	reviewed	LY6H
Q8N8E1	MAAS1_HUMAN	reviewed	MAPKAPK5-AS1 C12orf47
Q96JA1	LRIG1_HUMAN	reviewed	LRIG1 LIG1
Q7Z569	BRAP_HUMAN	reviewed	BRAP RNF52
P21854	CD72_HUMAN	reviewed	CD72
Q96G01	BICD1_HUMAN	reviewed	BICD1
Q96PG8	BBC3B_HUMAN	reviewed	BBC3 PUMA
Q53H80	AKIR2_HUMAN	reviewed	AKIRIN2 C6orf166
Q96HB5	CC120_HUMAN	reviewed	CCDC120 JM11
Q5T686	AVPI1_HUMAN	reviewed	AVPI1 NPD013 PP5395
Q8N9Z2	CC71L_HUMAN	reviewed	CCDC71L C7orf74
P50553	ASCL1_HUMAN	reviewed	ASCL1 ASH1 BHLHA46 HASH1
P01911	2B1F_HUMAN	reviewed	HLA-DRB1 HLA-DRB2
Q9H6U6	BCAS3_HUMAN	reviewed	BCAS3
P54687	BCAT1_HUMAN	reviewed	BCAT1 BCT1 ECA39
P14209	CD99_HUMAN	reviewed	CD99 MIC2 MIC2X MIC2Y
P57730	CAR18_HUMAN	reviewed	CARD18 ICEBERG UNQ5804/PRO19611
Q6ZS94	CA229_HUMAN	reviewed	C1orf229
Q96IY4	CBPB2_HUMAN	reviewed	CPB2
Q9NS82	AAA1_HUMAN	reviewed	SLC7A10 ASC1
Q99643	C560_HUMAN	reviewed	SDHC CYB560 SDH3
Q6P093	ADCL2_HUMAN	reviewed	AADACL2
Q9Y4X5	ARI1_HUMAN	reviewed	ARIH1 ARI MOP6 UBCH7BP HUSSY-27
Q92667	AKAP1_HUMAN	reviewed	AKAP1 AKAP149 PRKA1
P82251	BAT1_HUMAN	reviewed	SLC7A9 BAT1
Q92583	CCL17_HUMAN	reviewed	CCL17 SCYA17 TARC
Q9Y276	BCS1_HUMAN	reviewed	BCS1L BCS1
Q6NVV7	CDPF1_HUMAN	reviewed	CDPF1 C22orf40
O43497	CAC1G_HUMAN	reviewed	CACNA1G KIAA1123
Q5VTT2	CI135_HUMAN	reviewed	C9orf135
Q5BJE1	CC178_HUMAN	reviewed	CCDC178 C18orf34
Q8N961	ABTB2_HUMAN	reviewed	ABTB2
Q29963	1C06_HUMAN	reviewed	HLA-C HLAC
Q7Z7K6	CENPV_HUMAN	reviewed	CENPV PRR6
Q96CD2	COAC_HUMAN	reviewed	PPCDC COAC MDS018 UNQ9365/PRO34154
Q8TEK3	DOT1L_HUMAN	reviewed	DOT1L KIAA1814 KMT4
Q9NY93	DDX56_HUMAN	reviewed	DDX56 DDX21 NOH61
Q9ULV1	FZD4_HUMAN	reviewed	FZD4
Q99418	CYH2_HUMAN	reviewed	CYTH2 ARNO PSCD2 PSCD2L
Q86YH6	DLP1_HUMAN	reviewed	PDSS2 C6orf210 DLP1
P60893	GPR85_HUMAN	reviewed	GPR85 SREB2
Q96I76	GPTC3_HUMAN	reviewed	GPATCH3 GPATC3
Q8NFG4	FLCN_HUMAN	reviewed	FLCN BHD
O43155	FLRT2_HUMAN	reviewed	FLRT2 KIAA0405 UNQ232/PRO265
Q9UN19	DAPP1_HUMAN	reviewed	DAPP1 BAM32 HSPC066
P04406	G3P_HUMAN	reviewed	GAPDH GAPD CDABP0047 OK/SW-cl.12
Q92643	GPI8_HUMAN	reviewed	PIGK GPI8
Q9P2D7	DYH1_HUMAN	reviewed	DNAH1 DHC7 DNAHC1 KIAA1410
Q8TEW6	DOK4_HUMAN	reviewed	DOK4
Q6NXG1	ESRP1_HUMAN	reviewed	ESRP1 RBM35A
Q53HC9	EIPR1_HUMAN	reviewed	EIPR1 TSSC1
P22466	GALA_HUMAN	reviewed	GAL GAL1 GALN GLNN
Q9UK08	GBG8_HUMAN	reviewed	GNG8 GNG9 GNGT9
Q9NR28	DBLOH_HUMAN	reviewed	DIABLO SMAC
P63126	GAK9_HUMAN	reviewed	ERVK-9
O94905	ERLN2_HUMAN	reviewed	ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924
P57678	GEMI4_HUMAN	reviewed	GEMIN4
O43320	FGF16_HUMAN	reviewed	FGF16
Q8N475	FSTL5_HUMAN	reviewed	FSTL5 KIAA1263
Q9ULA0	DNPEP_HUMAN	reviewed	DNPEP ASPEP DAP
Q4V326	GAG2E_HUMAN	reviewed	GAGE2E
Q8TD84	DSCL1_HUMAN	reviewed	DSCAML1 DSCAM2 KIAA1132
Q17RS7	GEN_HUMAN	reviewed	GEN1
Q00796	DHSO_HUMAN	reviewed	SORD
Q92990	GLMN_HUMAN	reviewed	GLMN FAP48 FAP68 VMGLOM
Q8IXQ9	ETKMT_HUMAN	reviewed	ETFBKMT C12orf72 METTL20
Q9UHN1	DPOG2_HUMAN	reviewed	POLG2 MTPOLB
Q9NQ84	GPC5C_HUMAN	reviewed	GPRC5C RAIG3 PSEC0087
Q6P158	DHX57_HUMAN	reviewed	DHX57
Q9Y282	ERGI3_HUMAN	reviewed	ERGIC3 C20orf47 ERV46 SDBCAG84 CGI-54 PRO0989
Q08211	DHX9_HUMAN	reviewed	DHX9 DDX9 LKP NDH2
Q5KSL6	DGKK_HUMAN	reviewed	DGKK
Q96C23	GALM_HUMAN	reviewed	GALM BLOCK25
P60002	ELOF1_HUMAN	reviewed	ELOF1
A8K979	ERI2_HUMAN	reviewed	ERI2 EXOD1 KIAA1504
Q9BSK4	FEM1A_HUMAN	reviewed	FEM1A EPRAP
P47870	GBRB2_HUMAN	reviewed	GABRB2
Q9H9R9	DBND1_HUMAN	reviewed	DBNDD1
Q9Y262	EIF3L_HUMAN	reviewed	EIF3L EIF3EIP EIF3S6IP HSPC021 HSPC025 MSTP005
Q8N531	FBXL6_HUMAN	reviewed	FBXL6 FBL6
Q8TB33	CX024_HUMAN	reviewed	LINC01560 CXorf24
Q6KF10	GDF6_HUMAN	reviewed	GDF6 BMP13 GDF16
Q9BUR5	MIC26_HUMAN	reviewed	APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302
Q86TE4	LUZP2_HUMAN	reviewed	LUZP2 UNQ2566/PRO6246
Q495T6	MMEL1_HUMAN	reviewed	MMEL1 MELL1 MMEL2 NEP2
Q9Y250	LZTS1_HUMAN	reviewed	LZTS1 FEZ1
Q9ULC5	ACSL5_HUMAN	reviewed	ACSL5 ACS5 FACL5 UNQ633/PRO1250
P47902	CDX1_HUMAN	reviewed	CDX1
Q9GZN1	ARP6_HUMAN	reviewed	ACTR6 CDA12
Q9Y6F8	CDY1_HUMAN	reviewed	CDY1 CDY1A; CDY1B
Q9BXU9	CABP8_HUMAN	reviewed	CALN1 CABP8
Q8NCT1	ARRD4_HUMAN	reviewed	ARRDC4
O43918	AIRE_HUMAN	reviewed	AIRE APECED
Q13323	BIK_HUMAN	reviewed	BIK NBK
Q969G5	CAVN3_HUMAN	reviewed	CAVIN3 PRKCDBP SRBC
Q5BN46	CI116_HUMAN	reviewed	C9orf116
Q9NR19	ACSA_HUMAN	reviewed	ACSS2 ACAS2
P08218	CEL2B_HUMAN	reviewed	CELA2B ELA2B
P56134	ATPK_HUMAN	reviewed	ATP5MF ATP5J2 ATP5JL
P36896	ACV1B_HUMAN	reviewed	ACVR1B ACVRLK4 ALK4
Q6P1X6	CH082_HUMAN	reviewed	C8orf82
Q99996	AKAP9_HUMAN	reviewed	AKAP9 AKAP350 AKAP450 KIAA0803
P51878	CASP5_HUMAN	reviewed	CASP5 ICH3
Q13698	CAC1S_HUMAN	reviewed	CACNA1S CACH1 CACN1 CACNL1A3
Q9NR09	BIRC6_HUMAN	reviewed	BIRC6 KIAA1289
Q9BR61	ACBD6_HUMAN	reviewed	ACBD6
P10398	ARAF_HUMAN	reviewed	ARAF ARAF1 PKS PKS2
Q8N5W8	FA24B_HUMAN	reviewed	FAM24B
Q15884	F1892_HUMAN	reviewed	FAM189A2 C9orf61 X123
Q96EK6	GNA1_HUMAN	reviewed	GNPNAT1 GNA1
P78352	DLG4_HUMAN	reviewed	DLG4 PSD95
Q30KQ4	DB116_HUMAN	reviewed	DEFB116 DEFB16
P19525	E2AK2_HUMAN	reviewed	EIF2AK2 PKR PRKR
Q6ZV65	FA47E_HUMAN	reviewed	FAM47E
Q5XKK7	F219B_HUMAN	reviewed	FAM219B C15orf17
P13224	GP1BB_HUMAN	reviewed	GP1BB
Q8TEH3	DEN1A_HUMAN	reviewed	DENND1A FAM31A KIAA1608
Q9UPY3	DICER_HUMAN	reviewed	DICER1 DICER HERNA KIAA0928
Q99704	DOK1_HUMAN	reviewed	DOK1
O60496	DOK2_HUMAN	reviewed	DOK2
P62684	GA113_HUMAN	reviewed	HERVK_113
B3EWG6	FM25G_HUMAN	reviewed	FAM25G
Q8N3T1	GLT15_HUMAN	reviewed	GALNT15 GALNTL2 UNQ770/PRO1564
Q6P9A2	GLT18_HUMAN	reviewed	GALNT18 GALNTL4
P54764	EPHA4_HUMAN	reviewed	EPHA4 HEK8 SEK TYRO1
Q9P104	DOK5_HUMAN	reviewed	DOK5 C20orf180
Q86XQ3	CTSR3_HUMAN	reviewed	CATSPER3
Q92913	FGF13_HUMAN	reviewed	FGF13 FHF2
Q92915	FGF14_HUMAN	reviewed	FGF14 FHF4
Q5TBA9	FRY_HUMAN	reviewed	FRY C13orf14
Q96DF8	ESS2_HUMAN	reviewed	ESS2 DGCR13 DGCR14 DGSH DGSI ES2
O43602	DCX_HUMAN	reviewed	DCX DBCN LISX
Q96JB1	DYH8_HUMAN	reviewed	DNAH8
Q13480	GAB1_HUMAN	reviewed	GAB1
Q6MZW2	FSTL4_HUMAN	reviewed	FSTL4 KIAA1061
Q86SQ9	DHDDS_HUMAN	reviewed	DHDDS HDS
Q96J88	ESIP1_HUMAN	reviewed	EPSTI1
P48060	GLIP1_HUMAN	reviewed	GLIPR1 GLIPR RTVP1
Q96EY1	DNJA3_HUMAN	reviewed	DNAJA3 HCA57 TID1
Q96RJ6	FER3L_HUMAN	reviewed	FERD3L BHLHA31 NATO3 NTWIST
Q68CZ1	FTM_HUMAN	reviewed	RPGRIP1L FTM KIAA1005 NPHP8
Q9H4G0	E41L1_HUMAN	reviewed	EPB41L1 KIAA0338
A0A1B0GTU2	CTXD1_HUMAN	reviewed	CTXND1
O14926	FSCN2_HUMAN	reviewed	FSCN2
Q13217	DNJC3_HUMAN	reviewed	DNAJC3 P58IPK PRKRI
P14625	ENPL_HUMAN	reviewed	HSP90B1 GRP94 TRA1
P48165	CXA8_HUMAN	reviewed	GJA8
P36382	CXA5_HUMAN	reviewed	GJA5
P78310	CXAR_HUMAN	reviewed	CXADR CAR
Q96JC9	EAF1_HUMAN	reviewed	EAF1
P52429	DGKE_HUMAN	reviewed	DGKE DAGK5
Q86T65	DAAM2_HUMAN	reviewed	DAAM2 KIAA0381
Q8TF61	FBX41_HUMAN	reviewed	FBXO41 FBX41 KIAA1940
O60262	GBG7_HUMAN	reviewed	GNG7 GNGT7
Q8WV16	DCAF4_HUMAN	reviewed	DCAF4 WDR21 WDR21A
P24534	EF1B_HUMAN	reviewed	EEF1B2 EEF1B EF1B
Q9UKC9	FBXL2_HUMAN	reviewed	FBXL2 FBL2 FBL3
A1KXE4	F168B_HUMAN	reviewed	FAM168B KIAA0280L MANI
Q58WW2	DCAF6_HUMAN	reviewed	DCAF6 IQWD1 MSTP055
Q9NR23	GDF3_HUMAN	reviewed	GDF3 UNQ222/PRO248
A8MVJ9	HPF1L_HUMAN	reviewed	
Q9Y586	MB212_HUMAN	reviewed	MAB21L2
A0A1B0GVS7	MDFI2_HUMAN	reviewed	MDFIC2
A0A0B4J1U3	LV136_HUMAN	reviewed	IGLV1-36
Q14680	MELK_HUMAN	reviewed	MELK KIAA0175
O95568	MET18_HUMAN	reviewed	METTL18 ASTP2 C1orf156
O60299	LZTS3_HUMAN	reviewed	LZTS3 KIAA0552 PROSAPIP1
P22692	IBP4_HUMAN	reviewed	IGFBP4 IBP4
Q8N1G4	LRC47_HUMAN	reviewed	LRRC47 KIAA1185
Q8IYE1	CCD13_HUMAN	reviewed	CCDC13
Q86TB3	ALPK2_HUMAN	reviewed	ALPK2 HAK
Q29974	2B1G_HUMAN	reviewed	HLA-DRB1
Q8WXD9	CSKI1_HUMAN	reviewed	CASKIN1 KIAA1306
Q7Z692	CEA19_HUMAN	reviewed	CEACAM19 CEAL1 UNQ2973/PRO7436
Q5T2S8	ARMC4_HUMAN	reviewed	ARMC4
Q86Y27	BAGE5_HUMAN	reviewed	BAGE5
Q6DD88	ATLA3_HUMAN	reviewed	ATL3
P16442	BGAT_HUMAN	reviewed	ABO
O15444	CCL25_HUMAN	reviewed	CCL25 SCYA25 TECK
P57057	G6PT2_HUMAN	reviewed	SLC37A1 G3PP
Q9NS66	GP173_HUMAN	reviewed	GPR173 SREB3
P35556	FBN2_HUMAN	reviewed	FBN2
P48167	GLRB_HUMAN	reviewed	GLRB
P38646	GRP75_HUMAN	reviewed	HSPA9 GRP75 HSPA9B mt-HSP70
Q9BY84	DUS16_HUMAN	reviewed	DUSP16 KIAA1700 MKP7
Q08426	ECHP_HUMAN	reviewed	EHHADH ECHD
Q8TC29	ENKUR_HUMAN	reviewed	ENKUR C10orf63
Q7Z388	D19L4_HUMAN	reviewed	DPY19L4
Q8TF65	GIPC2_HUMAN	reviewed	GIPC2
Q86SG4	DPCA2_HUMAN	reviewed	HMGN2P46 C15orf21
P58549	FXYD7_HUMAN	reviewed	FXYD7
Q96K12	FACR2_HUMAN	reviewed	FAR2 MLSTD1
O15117	FYB1_HUMAN	reviewed	FYB1 FYB SLAP130
Q14129	DGCR6_HUMAN	reviewed	DGCR6
P29323	EPHB2_HUMAN	reviewed	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5
P19883	FST_HUMAN	reviewed	FST
Q7RTS9	DYM_HUMAN	reviewed	DYM
Q2NKX8	ERC6L_HUMAN	reviewed	ERCC6L PICH
B6SEH9	ERVV2_HUMAN	reviewed	ERVV-2 ENVV2
Q9Y223	GLCNE_HUMAN	reviewed	GNE GLCNE
A8MZ26	EFCB9_HUMAN	reviewed	EFCAB9
O43903	GAS2_HUMAN	reviewed	GAS2
Q6ZV73	FGD6_HUMAN	reviewed	FGD6 KIAA1362 ZFYVE24
P11161	EGR2_HUMAN	reviewed	EGR2 KROX20
Q6UXP7	F151B_HUMAN	reviewed	FAM151B UNQ9217/PRO28685
Q96B18	DACT3_HUMAN	reviewed	DACT3 RRR1
Q9BTA0	F167B_HUMAN	reviewed	FAM167B C1orf90
Q96KS9	F167A_HUMAN	reviewed	FAM167A C8orf13
Q8N5D6	GBGT1_HUMAN	reviewed	GBGT1 UNQ2513/PRO6002
Q13316	DMP1_HUMAN	reviewed	DMP1
Q8N3D4	EH1L1_HUMAN	reviewed	EHBP1L1
Q8TDJ6	DMXL2_HUMAN	reviewed	DMXL2 KIAA0856
Q09013	DMPK_HUMAN	reviewed	DMPK DM1PK MDPK
Q02078	MEF2A_HUMAN	reviewed	MEF2A MEF2
P14867	GBRA1_HUMAN	reviewed	GABRA1
Q86SJ6	DSG4_HUMAN	reviewed	DSG4 CDHF13
P49641	MA2A2_HUMAN	reviewed	MAN2A2 MANA2X
Q9H825	METL8_HUMAN	reviewed	METTL8
Q9UBC0	HNF6_HUMAN	reviewed	ONECUT1 HNF6 HNF6A
Q9BTE3	MCMBP_HUMAN	reviewed	MCMBP C10orf119
O15553	MEFV_HUMAN	reviewed	MEFV MEF TRIM20
Q8NBR6	MINY2_HUMAN	reviewed	MINDY2 FAM63B KIAA1164
P58340	MLF1_HUMAN	reviewed	MLF1
Q9BQ69	MACD1_HUMAN	reviewed	MACROD1 LRP16
Q9BRQ6	MIC25_HUMAN	reviewed	CHCHD6 CHCM1 MIC25
Q9H8L6	MMRN2_HUMAN	reviewed	MMRN2 EMILIN3
P45452	MMP13_HUMAN	reviewed	MMP13
Q6DN14	MCTP1_HUMAN	reviewed	MCTP1
Q01629	IFM2_HUMAN	reviewed	IFITM2
Q8N5U1	M4A15_HUMAN	reviewed	MS4A15
P28482	MK01_HUMAN	reviewed	MAPK1 ERK2 PRKM1 PRKM2
Q96IR7	HPDL_HUMAN	reviewed	HPDL GLOXD1
Q6NVV0	MKRN5_HUMAN	reviewed	MKRN9P MKRN5 MKRN9 MKRNP6 RNF65 ZNF127L3
O14880	MGST3_HUMAN	reviewed	MGST3
A6NMS7	L37A1_HUMAN	reviewed	LRRC37A LRRC37A1
Q9BW11	MAD3_HUMAN	reviewed	MXD3 BHLHC13 MAD3
P33991	MCM4_HUMAN	reviewed	MCM4 CDC21
P04201	MAS_HUMAN	reviewed	MAS1 MAS
Q9Y4U1	MMAC_HUMAN	reviewed	MMACHC
O60449	LY75_HUMAN	reviewed	LY75 CD205 CLEC13B
P53779	MK10_HUMAN	reviewed	MAPK10 JNK3 JNK3A PRKM10 SAPK1B
Q9Y4K0	LOXL2_HUMAN	reviewed	LOXL2
P15529	MCP_HUMAN	reviewed	CD46 MCP MIC10
P98164	LRP2_HUMAN	reviewed	LRP2
P13645	K1C10_HUMAN	reviewed	KRT10 KPP
Q12894	IFRD2_HUMAN	reviewed	IFRD2
Q13938	CAYP1_HUMAN	reviewed	CAPS
Q86X83	COMD2_HUMAN	reviewed	COMMD2 HSPC042 My004
Q96CT7	CC124_HUMAN	reviewed	CCDC124
P33121	ACSL1_HUMAN	reviewed	ACSL1 FACL1 FACL2 LACS LACS1 LACS2
A6NI79	CCD69_HUMAN	reviewed	CCDC69
Q6AI39	BICRL_HUMAN	reviewed	BICRAL GLTSCR1L KIAA0240
P15085	CBPA1_HUMAN	reviewed	CPA1 CPA
O94817	ATG12_HUMAN	reviewed	ATG12 APG12 APG12L
O95081	AGFG2_HUMAN	reviewed	AGFG2 HRBL RABR
P55210	CASP7_HUMAN	reviewed	CASP7 MCH3
Q00973	B4GN1_HUMAN	reviewed	B4GALNT1 GALGT SIAT2
Q9UP83	COG5_HUMAN	reviewed	COG5 GOLTC1 GTC90
Q01484	ANK2_HUMAN	reviewed	ANK2 ANKB
Q5FYA8	ARSH_HUMAN	reviewed	ARSH
Q5SZQ8	CELF3_HUMAN	reviewed	CELF3 BRUNOL1 CAGH4 ERDA4 TNRC4
P14621	ACYP2_HUMAN	reviewed	ACYP2 ACYP
P30455	1A36_HUMAN	reviewed	HLA-A HLAA
A6NJI1	CK086_HUMAN	reviewed	C11orf86
Q96H96	COQ2_HUMAN	reviewed	COQ2 CL640
P10092	CALCB_HUMAN	reviewed	CALCB CALC2
P07320	CRGD_HUMAN	reviewed	CRYGD CRYG4
Q9UBY8	CLN8_HUMAN	reviewed	CLN8 C8orf61
Q9Y5I7	CLD16_HUMAN	reviewed	CLDN16 PCLN1
Q9NZA1	CLIC5_HUMAN	reviewed	CLIC5
Q9BQT9	CSTN3_HUMAN	reviewed	CLSTN3 CS3 KIAA0726
Q6DHV5	C2D2B_HUMAN	reviewed	CC2D2B C10orf130 C10orf131
A6NCJ1	CS071_HUMAN	reviewed	C19orf71
Q8N7X0	ADGB_HUMAN	reviewed	ADGB C6orf103 CAPN7L
P02763	A1AG1_HUMAN	reviewed	ORM1 AGP1
Q8NFK1	CXG3_HUMAN	reviewed	GJC3 GJE1
O14514	AGRB1_HUMAN	reviewed	ADGRB1 BAI1
Q5TCH4	CP4AM_HUMAN	reviewed	CYP4A22
P19784	CSK22_HUMAN	reviewed	CSNK2A2 CK2A2
Q8NEV1	CSK23_HUMAN	reviewed	CSNK2A3 CSNK2A1P
Q8N3C7	CLIP4_HUMAN	reviewed	CLIP4 RSNL2
P35663	CYLC1_HUMAN	reviewed	CYLC1 CYL CYL1
P06276	CHLE_HUMAN	reviewed	BCHE CHE1
Q14031	CO4A6_HUMAN	reviewed	COL4A6
Q9H2J1	CI037_HUMAN	reviewed	ARRDC1-AS1 C9orf37 AD038
Q04741	EMX1_HUMAN	reviewed	EMX1
Q9P265	DIP2B_HUMAN	reviewed	DIP2B KIAA1463
O75712	CXB3_HUMAN	reviewed	GJB3 CX31
A0A1B0GV03	GG6L7_HUMAN	reviewed	GOLGA6L7
Q9P2Q2	FRM4A_HUMAN	reviewed	FRMD4A FRMD4 KIAA1294
Q96MS3	GL1D1_HUMAN	reviewed	GLT1D1
Q969H9	DIRC1_HUMAN	reviewed	DIRC1
P23142	FBLN1_HUMAN	reviewed	FBLN1 PP213
O60353	FZD6_HUMAN	reviewed	FZD6
Q6ZRH7	CTSRG_HUMAN	reviewed	CATSPERG C19orf15
P81408	F189B_HUMAN	reviewed	FAM189B C1orf2 COTE1
Q14153	FA53B_HUMAN	reviewed	FAM53B KIAA0140 SMP
P28799	GRN_HUMAN	reviewed	GRN
P09341	GROA_HUMAN	reviewed	CXCL1 GRO GRO1 GROA MGSA SCYB1
P12259	FA5_HUMAN	reviewed	F5
Q96KR6	F210B_HUMAN	reviewed	FAM210B C20orf108 PSEC0265
O60759	CYTIP_HUMAN	reviewed	CYTIP PSCDBP
Q68DX3	FRPD2_HUMAN	reviewed	FRMPD2 PDZD5C PDZK4 PDZK5C
Q32MH5	F214A_HUMAN	reviewed	FAM214A KIAA1370
Q4VXF1	F74A3_HUMAN	reviewed	FAM74A3
Q6V1X1	DPP8_HUMAN	reviewed	DPP8 DPRP1 MSTP097 MSTP135 MSTP141
Q8TC56	FA71B_HUMAN	reviewed	FAM71B HSD-51 HSD51
Q86VI1	EX3L1_HUMAN	reviewed	EXOC3L1 EXOC3L
Q3T906	GNPTA_HUMAN	reviewed	GNPTAB GNPTA KIAA1208
Q902F8	ENK8_HUMAN	reviewed	ERVK-8
O43909	EXTL3_HUMAN	reviewed	EXTL3 EXTL1L EXTR1 KIAA0519
P85037	FOXK1_HUMAN	reviewed	FOXK1 MNF
A8MTJ6	FOXI3_HUMAN	reviewed	FOXI3
Q9Y603	ETV7_HUMAN	reviewed	ETV7 TEL2 TELB TREF
Q68CQ4	DIEXF_HUMAN	reviewed	DIEXF C1orf107 DEF
Q05D60	DEUP1_HUMAN	reviewed	DEUP1 CCDC67
P07992	ERCC1_HUMAN	reviewed	ERCC1
